Low-Income Energy Affordability Data Tool Map Export (https://www.energy.gov/eere/slsc/maps/lead-tool#)
Exported On:,12/2/2020
Building Age:,Before 1940; 1940 - 59; 1960 - 79; 1980 - 99; 2000 - 09; 2010+
Heating Fuel Type:,Utility Gas; Bottled Gas; Electricity; Fuel Oil; Coal; Wood; Solar; Other; None
Building Type:,1 unit detached; 1 unit attached; 2 units; 3 - 4 units; 5 - 9 units; 10 - 19 units; 20 - 49 units; 50+ units; Boat/RV/Van; Mobile/Trailer
Rent/Own:,Renter-occupied; Owner-occupied
SMI:,0% - 30%; 30% - 60%; 60% - 80%; 80% - 100%; 100%+

Geography ID, Name,County,Tribal Areas,Avg. Annual Energy Cost
06073019808,Census Tract Census Tract 198.08,San Diego County,,1625
06073019809,Census Tract Census Tract 198.09,San Diego County,,1788
06073019902,Census Tract Census Tract 199.02,San Diego County,,1714
06073019903,Census Tract Census Tract 199.03,San Diego County,,2317
06073019904,Census Tract Census Tract 199.04,San Diego County,,1736
06073019905,Census Tract Census Tract 199.05,San Diego County,,1528
06037199000,Census Tract Census Tract 1990,Los Angeles County,,1203
06037199110,Census Tract Census Tract 1991.10,Los Angeles County,,1791
06037199120,Census Tract Census Tract 1991.20,Los Angeles County,,1372
06037199201,Census Tract Census Tract 1992.01,Los Angeles County,,1263
06037199202,Census Tract Census Tract 1992.02,Los Angeles County,,1571
06037199300,Census Tract Census Tract 1993,Los Angeles County,,1580
06037199400,Census Tract Census Tract 1994,Los Angeles County,,1513
06037199700,Census Tract Census Tract 1997,Los Angeles County,,1283
06037199800,Census Tract Census Tract 1998,Los Angeles County,,1359
06037199900,Census Tract Census Tract 1999,Los Angeles County,,1310
06007001900,Census Tract Census Tract 19,Butte County,,2379
06019001900,Census Tract Census Tract 19,Fresno County,,2693
06067001900,Census Tract Census Tract 19,Sacramento County,,1198
06073001900,Census Tract Census Tract 19,San Diego County,,1811
06077001900,Census Tract Census Tract 19,San Joaquin County,,1901
06099001900,Census Tract Census Tract 19,Stanislaus County,,2226
06111001900,Census Tract Census Tract 19,Ventura County,,1151
06011000100,Census Tract Census Tract 1,Colusa County,,2531
06019000100,Census Tract Census Tract 1,Fresno County,,848
06023000100,Census Tract Census Tract 1,Humboldt County,,1310
06027000100,Census Tract Census Tract 1,Inyo County,,2320
06031000100,Census Tract Census Tract 1,Kings County,,3568
06033000100,Census Tract Census Tract 1,Lake County,Robinson Rancheria and Off-Reservation Trust Land; Upper Lake Rancheria,2862
06049000100,Census Tract Census Tract 1,Modoc County,,1966
06063000100,Census Tract Census Tract 1,Plumas County,,2504
06067000100,Census Tract Census Tract 1,Sacramento County,,1646
06069000100,Census Tract Census Tract 1,San Benito County,,2980
06073000100,Census Tract Census Tract 1,San Diego County,,1997
06077000100,Census Tract Census Tract 1,San Joaquin County,,931
06093000100,Census Tract Census Tract 1,Siskiyou County,,2749
06103000100,Census Tract Census Tract 1,Tehama County,,3009
06107000100,Census Tract Census Tract 1,Tulare County,,4463
06111000100,Census Tract Census Tract 1,Ventura County,,3343
06007000201,Census Tract Census Tract 2.01,Butte County,,1756
06015000201,Census Tract Census Tract 2.01,Del Norte County,,2043
06039000201,Census Tract Census Tract 2.01,Madera County,,2718
06047000201,Census Tract Census Tract 2.01,Merced County,,2565
06063000201,Census Tract Census Tract 2.01,Plumas County,,4312
06073000201,Census Tract Census Tract 2.01,San Diego County,,1482
06099000201,Census Tract Census Tract 2.01,Stanislaus County,,2306
06107000201,Census Tract Census Tract 2.01,Tulare County,,1674
06007000202,Census Tract Census Tract 2.02,Butte County,,1694
06015000202,Census Tract Census Tract 2.02,Del Norte County,Smith River Rancheria and Off-Reservation Trust Land,2103
06039000202,Census Tract Census Tract 2.02,Madera County,,2726
06047000202,Census Tract Census Tract 2.02,Merced County,,2129
06063000202,Census Tract Census Tract 2.02,Plumas County,,3903
06073000202,Census Tract Census Tract 2.02,San Diego County,,1297
06099000202,Census Tract Census Tract 2.02,Stanislaus County,,2286
06015000203,Census Tract Census Tract 2.03,Del Norte County,Resighini Rancheria; Yurok Reservation,2157
06047000203,Census Tract Census Tract 2.03,Merced County,,2138
06071000203,Census Tract Census Tract 2.03,San Bernardino County,,1705
06099000203,Census Tract Census Tract 2.03,Stanislaus County,,2018
06071000205,Census Tract Census Tract 2.05,San Bernardino County,,1618
06071000207,Census Tract Census Tract 2.07,San Bernardino County,,1692
06071000208,Census Tract Census Tract 2.08,San Bernardino County,,1814
06009000210,Census Tract Census Tract 2.10,Calaveras County,,3227
06009000220,Census Tract Census Tract 2.20,Calaveras County,,3676
06073002001,Census Tract Census Tract 20.01,San Diego County,,2112
06073002002,Census Tract Census Tract 20.02,San Diego County,,1922
06099002002,Census Tract Census Tract 20.02,Stanislaus County,,2046
06099002004,Census Tract Census Tract 20.04,Stanislaus County,,2030
06083002005,Census Tract Census Tract 20.05,Santa Barbara County,,1370
06099002005,Census Tract Census Tract 20.05,Stanislaus County,,2202
06083002006,Census Tract Census Tract 20.06,Santa Barbara County,,2070
06099002006,Census Tract Census Tract 20.06,Stanislaus County,,2388
06107002006,Census Tract Census Tract 20.06,Tulare County,,2268
06083002007,Census Tract Census Tract 20.07,Santa Barbara County,,1232
06083002008,Census Tract Census Tract 20.08,Santa Barbara County,,1401
06083002009,Census Tract Census Tract 20.09,Santa Barbara County,,1399
06071002010,Census Tract Census Tract 20.10,San Bernardino County,,1904
06083002010,Census Tract Census Tract 20.10,Santa Barbara County,,1433
06071002011,Census Tract Census Tract 20.11,San Bernardino County,,2143
06083002011,Census Tract Census Tract 20.11,Santa Barbara County,,1309
06083002012,Census Tract Census Tract 20.12,Santa Barbara County,,1395
06071002013,Census Tract Census Tract 20.13,San Bernardino County,,1662
06083002013,Census Tract Census Tract 20.13,Santa Barbara County,,1403
06071002014,Census Tract Census Tract 20.14,San Bernardino County,,1995
06071002015,Census Tract Census Tract 20.15,San Bernardino County,,1823
06071002016,Census Tract Census Tract 20.16,San Bernardino County,,1997
06071002017,Census Tract Census Tract 20.17,San Bernardino County,,2141
06071002018,Census Tract Census Tract 20.18,San Bernardino County,,2025
06071002019,Census Tract Census Tract 20.19,San Bernardino County,,1736
06071002021,Census Tract Census Tract 20.21,San Bernardino County,,2193
06071002022,Census Tract Census Tract 20.22,San Bernardino County,,2222
06071002023,Census Tract Census Tract 20.23,San Bernardino County,,1373
06071002025,Census Tract Census Tract 20.25,San Bernardino County,,1811
06071002027,Census Tract Census Tract 20.27,San Bernardino County,,1822
06071002028,Census Tract Census Tract 20.28,San Bernardino County,,1770
06071002029,Census Tract Census Tract 20.29,San Bernardino County,,2065
06071002031,Census Tract Census Tract 20.31,San Bernardino County,,2143
06071002033,Census Tract Census Tract 20.33,San Bernardino County,,1992
06071002034,Census Tract Census Tract 20.34,San Bernardino County,,1860
06071002035,Census Tract Census Tract 20.35,San Bernardino County,,1930
06071002036,Census Tract Census Tract 20.36,San Bernardino County,,1546
06071002037,Census Tract Census Tract 20.37,San Bernardino County,,1784
06071002038,Census Tract Census Tract 20.38,San Bernardino County,,1887
06073020013,Census Tract Census Tract 200.13,San Diego County,,2059
06073020014,Census Tract Census Tract 200.14,San Diego County,,1842
06073020015,Census Tract Census Tract 200.15,San Diego County,,1685
06073020016,Census Tract Census Tract 200.16,San Diego County,,2031
06073020017,Census Tract Census Tract 200.17,San Diego County,,1166
06073020018,Census Tract Census Tract 200.18,San Diego County,,1500
06073020019,Census Tract Census Tract 200.19,San Diego County,,1318
06073020020,Census Tract Census Tract 200.20,San Diego County,,1946
06073020021,Census Tract Census Tract 200.21,San Diego County,,1452
06073020022,Census Tract Census Tract 200.22,San Diego County,,1652
06073020023,Census Tract Census Tract 200.23,San Diego County,,1731
06073020024,Census Tract Census Tract 200.24,San Diego County,,1464
06073020025,Census Tract Census Tract 200.25,San Diego County,,1406
06073020026,Census Tract Census Tract 200.26,San Diego County,,1769
06073020027,Census Tract Census Tract 200.27,San Diego County,,1886
06073020028,Census Tract Census Tract 200.28,San Diego County,,702
06073020029,Census Tract Census Tract 200.29,San Diego County,,889
06055200201,Census Tract Census Tract 2002.01,Napa County,,1924
06055200202,Census Tract Census Tract 2002.02,Napa County,,1684
06055200203,Census Tract Census Tract 2002.03,Napa County,,1861
06055200301,Census Tract Census Tract 2003.01,Napa County,,1916
06055200302,Census Tract Census Tract 2003.02,Napa County,,2295
06055200400,Census Tract Census Tract 2004,Napa County,,2191
06055200501,Census Tract Census Tract 2005.01,Napa County,,1952
06055200503,Census Tract Census Tract 2005.03,Napa County,,1702
06055200504,Census Tract Census Tract 2005.04,Napa County,,2121
06055200505,Census Tract Census Tract 2005.05,Napa County,,1642
06055200601,Census Tract Census Tract 2006.01,Napa County,,2246
06055200602,Census Tract Census Tract 2006.02,Napa County,,1855
06055200703,Census Tract Census Tract 2007.03,Napa County,,2387
06055200704,Census Tract Census Tract 2007.04,Napa County,,1900
06055200705,Census Tract Census Tract 2007.05,Napa County,,1957
06055200706,Census Tract Census Tract 2007.06,Napa County,,2275
06055200707,Census Tract Census Tract 2007.07,Napa County,,1979
06055200802,Census Tract Census Tract 2008.02,Napa County,,1855
06055200803,Census Tract Census Tract 2008.03,Napa County,,2304
06055200804,Census Tract Census Tract 2008.04,Napa County,,1986
06055200900,Census Tract Census Tract 2009,Napa County,,1136
06073020103,Census Tract Census Tract 201.03,San Diego County,,2552
06061020104,Census Tract Census Tract 201.04,Placer County,,4544
06061020105,Census Tract Census Tract 201.05,Placer County,,5084
06073020105,Census Tract Census Tract 201.05,San Diego County,,1498
06061020106,Census Tract Census Tract 201.06,Placer County,,4698
06073020106,Census Tract Census Tract 201.06,San Diego County,,2088
06061020107,Census Tract Census Tract 201.07,Placer County,,3200
06073020107,Census Tract Census Tract 201.07,San Diego County,,2065
06073020108,Census Tract Census Tract 201.08,San Diego County,,1397
06073020109,Census Tract Census Tract 201.09,San Diego County,,1994
06055201003,Census Tract Census Tract 2010.03,Napa County,,2529
06055201004,Census Tract Census Tract 2010.04,Napa County,,2135
06055201005,Census Tract Census Tract 2010.05,Napa County,,2448
06055201006,Census Tract Census Tract 2010.06,Napa County,,2262
06055201007,Census Tract Census Tract 2010.07,Napa County,,2195
06055201101,Census Tract Census Tract 2011.01,Napa County,,2338
06055201102,Census Tract Census Tract 2011.02,Napa County,,3956
06037201110,Census Tract Census Tract 2011.10,Los Angeles County,,1999
06037201120,Census Tract Census Tract 2011.20,Los Angeles County,,1716
06037201200,Census Tract Census Tract 2012,Los Angeles County,,1604
06055201200,Census Tract Census Tract 2012,Napa County,,2229
06037201301,Census Tract Census Tract 2013.01,Los Angeles County,,1614
06037201302,Census Tract Census Tract 2013.02,Los Angeles County,,1294
06055201300,Census Tract Census Tract 2013,Napa County,,2010
06037201401,Census Tract Census Tract 2014.01,Los Angeles County,,1596
06055201401,Census Tract Census Tract 2014.01,Napa County,,4563
06037201402,Census Tract Census Tract 2014.02,Los Angeles County,,1947
06055201402,Census Tract Census Tract 2014.02,Napa County,,2561
06055201403,Census Tract Census Tract 2014.03,Napa County,,4471
06037201501,Census Tract Census Tract 2015.01,Los Angeles County,,1797
06037201503,Census Tract Census Tract 2015.03,Los Angeles County,,1407
06037201504,Census Tract Census Tract 2015.04,Los Angeles County,,1685
06055201500,Census Tract Census Tract 2015,Napa County,,4236
06037201601,Census Tract Census Tract 2016.01,Los Angeles County,,1663
06055201601,Census Tract Census Tract 2016.01,Napa County,,2170
06037201602,Census Tract Census Tract 2016.02,Los Angeles County,,2076
06055201602,Census Tract Census Tract 2016.02,Napa County,,2330
06037201700,Census Tract Census Tract 2017,Los Angeles County,,1848
06055201700,Census Tract Census Tract 2017,Napa County,,3104
06055201800,Census Tract Census Tract 2018,Napa County,,3699
06055201900,Census Tract Census Tract 2019,Napa County,,3488
06075020100,Census Tract Census Tract 201,San Francisco County,,743
06073020202,Census Tract Census Tract 202.02,San Diego County,,1216
06073020206,Census Tract Census Tract 202.06,San Diego County,,1559
06073020207,Census Tract Census Tract 202.07,San Diego County,,1167
06073020208,Census Tract Census Tract 202.08,San Diego County,,1775
06073020209,Census Tract Census Tract 202.09,San Diego County,,1077
06073020210,Census Tract Census Tract 202.10,San Diego County,,1646
06073020211,Census Tract Census Tract 202.11,San Diego County,,1322
06073020213,Census Tract Census Tract 202.13,San Diego County,,1016
06073020214,Census Tract Census Tract 202.14,San Diego County,,964
06055202000,Census Tract Census Tract 2020,Napa County,,1936
06061020200,Census Tract Census Tract 202,Placer County,,3229
06075020200,Census Tract Census Tract 202,San Francisco County,,988
06073020305,Census Tract Census Tract 203.05,San Diego County,,1715
06073020306,Census Tract Census Tract 203.06,San Diego County,,1610
06073020307,Census Tract Census Tract 203.07,San Diego County,,1511
06073020308,Census Tract Census Tract 203.08,San Diego County,,798
06073020309,Census Tract Census Tract 203.09,San Diego County,,1640
06037203100,Census Tract Census Tract 2031,Los Angeles County,,1244
06037203200,Census Tract Census Tract 2032,Los Angeles County,,1583
06037203300,Census Tract Census Tract 2033,Los Angeles County,,1200
06037203500,Census Tract Census Tract 2035,Los Angeles County,,1264
06037203600,Census Tract Census Tract 2036,Los Angeles County,,1342
06037203710,Census Tract Census Tract 2037.10,Los Angeles County,,1362
06037203720,Census Tract Census Tract 2037.20,Los Angeles County,,1272
06037203800,Census Tract Census Tract 2038,Los Angeles County,,1781
06037203900,Census Tract Census Tract 2039,Los Angeles County,,1758
06061020300,Census Tract Census Tract 203,Placer County,,1836
06075020300,Census Tract Census Tract 203,San Francisco County,,1126
06061020401,Census Tract Census Tract 204.01,Placer County,,1722
06073020401,Census Tract Census Tract 204.01,San Diego County,,2521
06075020401,Census Tract Census Tract 204.01,San Francisco County,,1733
06061020402,Census Tract Census Tract 204.02,Placer County,,2754
06075020402,Census Tract Census Tract 204.02,San Francisco County,,1132
06073020403,Census Tract Census Tract 204.03,San Diego County,,2125
06073020404,Census Tract Census Tract 204.04,San Diego County,,1860
06073020405,Census Tract Census Tract 204.05,San Diego County,,2264
06037204110,Census Tract Census Tract 2041.10,Los Angeles County,,1466
06037204120,Census Tract Census Tract 2041.20,Los Angeles County,,1529
06037204200,Census Tract Census Tract 2042,Los Angeles County,,1203
06037204300,Census Tract Census Tract 2043,Los Angeles County,,1344
06037204410,Census Tract Census Tract 2044.10,Los Angeles County,,1308
06037204420,Census Tract Census Tract 2044.20,Los Angeles County,,1094
06037204600,Census Tract Census Tract 2046,Los Angeles County,,1167
06037204700,Census Tract Census Tract 2047,Los Angeles County,,1533
06037204810,Census Tract Census Tract 2048.10,Los Angeles County,,1454
06037204820,Census Tract Census Tract 2048.20,Los Angeles County,,1563
06037204910,Census Tract Census Tract 2049.10,Los Angeles County,,1530
06037204920,Census Tract Census Tract 2049.20,Los Angeles County,,1844
06061020501,Census Tract Census Tract 205.01,Placer County,,3536
06061020502,Census Tract Census Tract 205.02,Placer County,,3330
06037205110,Census Tract Census Tract 2051.10,Los Angeles County,,1024
06037205120,Census Tract Census Tract 2051.20,Los Angeles County,,1002
06073020500,Census Tract Census Tract 205,San Diego County,,1686
06075020500,Census Tract Census Tract 205,San Francisco County,,1420
06061020601,Census Tract Census Tract 206.01,Placer County,,3085
06073020601,Census Tract Census Tract 206.01,San Diego County,,1366
06061020602,Census Tract Census Tract 206.02,Placer County,,3526
06073020602,Census Tract Census Tract 206.02,San Diego County,,1618
06061020604,Census Tract Census Tract 206.04,Placer County,,2786
06061020605,Census Tract Census Tract 206.05,Placer County,,3161
06061020606,Census Tract Census Tract 206.06,Placer County,,3223
06037206010,Census Tract Census Tract 2060.10,Los Angeles County,,980
06037206020,Census Tract Census Tract 2060.20,Los Angeles County,,846
06037206031,Census Tract Census Tract 2060.31,Los Angeles County,,843
06037206032,Census Tract Census Tract 2060.32,Los Angeles County,,998
06037206050,Census Tract Census Tract 2060.50,Los Angeles County,,732
06037206200,Census Tract Census Tract 2062,Los Angeles County,,588
06037206300,Census Tract Census Tract 2063,Los Angeles County,,546
06075020600,Census Tract Census Tract 206,San Francisco County,,1205
06073020705,Census Tract Census Tract 207.05,San Diego County,,2068
06073020706,Census Tract Census Tract 207.06,San Diego County,,2561
06073020707,Census Tract Census Tract 207.07,San Diego County,,1444
06073020708,Census Tract Census Tract 207.08,San Diego County,,2108
06073020709,Census Tract Census Tract 207.09,San Diego County,,2200
06061020710,Census Tract Census Tract 207.10,Placer County,,2267
06073020710,Census Tract Census Tract 207.10,San Diego County,,2560
06061020711,Census Tract Census Tract 207.11,Placer County,,1667
06061020712,Census Tract Census Tract 207.12,Placer County,,1472
06061020713,Census Tract Census Tract 207.13,Placer County,,1404
06061020714,Census Tract Census Tract 207.14,Placer County,,2173
06061020715,Census Tract Census Tract 207.15,Placer County,,2058
06061020717,Census Tract Census Tract 207.17,Placer County,,1949
06037207101,Census Tract Census Tract 2071.01,Los Angeles County,,770
06037207102,Census Tract Census Tract 2071.02,Los Angeles County,,702
06037207103,Census Tract Census Tract 2071.03,Los Angeles County,,773
06037207301,Census Tract Census Tract 2073.01,Los Angeles County,,735
06037207302,Census Tract Census Tract 2073.02,Los Angeles County,,699
06037207400,Census Tract Census Tract 2074,Los Angeles County,,694
06037207501,Census Tract Census Tract 2075.01,Los Angeles County,,765
06037207502,Census Tract Census Tract 2075.02,Los Angeles County,,502
06037207710,Census Tract Census Tract 2077.10,Los Angeles County,,716
06037207900,Census Tract Census Tract 2079,Los Angeles County,,803
06075020700,Census Tract Census Tract 207,San Francisco County,,1243
06073020801,Census Tract Census Tract 208.01,San Diego County,,3053
06061020805,Census Tract Census Tract 208.05,Placer County,,1877
06073020805,Census Tract Census Tract 208.05,San Diego County,,2576
06061020806,Census Tract Census Tract 208.06,Placer County,,1362
06073020806,Census Tract Census Tract 208.06,San Diego County,,2365
06073020807,Census Tract Census Tract 208.07,San Diego County,Mesa Grande Reservation,3536
06073020809,Census Tract Census Tract 208.09,San Diego County,,3066
06073020810,Census Tract Census Tract 208.10,San Diego County,,3500
06073020811,Census Tract Census Tract 208.11,San Diego County,,3315
06037208000,Census Tract Census Tract 2080,Los Angeles County,,771
06037208301,Census Tract Census Tract 2083.01,Los Angeles County,,756
06037208302,Census Tract Census Tract 2083.02,Los Angeles County,,917
06037208401,Census Tract Census Tract 2084.01,Los Angeles County,,703
06037208402,Census Tract Census Tract 2084.02,Los Angeles County,,1091
06037208501,Census Tract Census Tract 2085.01,Los Angeles County,,980
06037208502,Census Tract Census Tract 2085.02,Los Angeles County,,860
06037208610,Census Tract Census Tract 2086.10,Los Angeles County,,942
06037208620,Census Tract Census Tract 2086.20,Los Angeles County,,833
06037208710,Census Tract Census Tract 2087.10,Los Angeles County,,755
06037208720,Census Tract Census Tract 2087.20,Los Angeles County,,638
06037208801,Census Tract Census Tract 2088.01,Los Angeles County,,584
06037208802,Census Tract Census Tract 2088.02,Los Angeles County,,643
06037208902,Census Tract Census Tract 2089.02,Los Angeles County,,717
06037208903,Census Tract Census Tract 2089.03,Los Angeles County,,674
06037208904,Census Tract Census Tract 2089.04,Los Angeles County,,661
06075020800,Census Tract Census Tract 208,San Francisco County,,955
06061020901,Census Tract Census Tract 209.01,Placer County,,1529
06073020902,Census Tract Census Tract 209.02,San Diego County,Capitan Grande Reservation; Inaja and Cosmit Reservation,3791
06073020903,Census Tract Census Tract 209.03,San Diego County,Los Coyotes Reservation; Mesa Grande Reservation; Santa Ysabel Reservation,2991
06073020904,Census Tract Census Tract 209.04,San Diego County,Inaja and Cosmit Reservation,3609
06061020908,Census Tract Census Tract 209.08,Placer County,,2044
06037209102,Census Tract Census Tract 2091.02,Los Angeles County,,573
06037209103,Census Tract Census Tract 2091.03,Los Angeles County,,730
06037209104,Census Tract Census Tract 2091.04,Los Angeles County,,590
06037209200,Census Tract Census Tract 2092,Los Angeles County,,751
06037209300,Census Tract Census Tract 2093,Los Angeles County,,685
06037209401,Census Tract Census Tract 2094.01,Los Angeles County,,667
06037209402,Census Tract Census Tract 2094.02,Los Angeles County,,667
06037209403,Census Tract Census Tract 2094.03,Los Angeles County,,575
06037209510,Census Tract Census Tract 2095.10,Los Angeles County,,680
06037209520,Census Tract Census Tract 2095.20,Los Angeles County,,692
06037209810,Census Tract Census Tract 2098.10,Los Angeles County,,723
06037209820,Census Tract Census Tract 2098.20,Los Angeles County,,906
06075020900,Census Tract Census Tract 209,San Francisco County,,987
06007002000,Census Tract Census Tract 20,Butte County,,2214
06019002000,Census Tract Census Tract 20,Fresno County,,1895
06029002000,Census Tract Census Tract 20,Kern County,,1782
06047002000,Census Tract Census Tract 20,Merced County,,2210
06067002000,Census Tract Census Tract 20,Sacramento County,,1243
06077002000,Census Tract Census Tract 20,San Joaquin County,,1974
06111002000,Census Tract Census Tract 20,Ventura County,,1265
06071002101,Census Tract Census Tract 21.01,San Bernardino County,,1560
06083002101,Census Tract Census Tract 21.01,Santa Barbara County,,1176
06083002102,Census Tract Census Tract 21.02,Santa Barbara County,,1260
06111002102,Census Tract Census Tract 21.02,Ventura County,,846
06071002103,Census Tract Census Tract 21.03,San Bernardino County,,1310
06083002103,Census Tract Census Tract 21.03,Santa Barbara County,,1001
06071002105,Census Tract Census Tract 21.05,San Bernardino County,,1636
06071002107,Census Tract Census Tract 21.07,San Bernardino County,,1489
06071002109,Census Tract Census Tract 21.09,San Bernardino County,,1124
06071002110,Census Tract Census Tract 21.10,San Bernardino County,,1156
06061021003,Census Tract Census Tract 210.03,Placer County,,1598
06061021034,Census Tract Census Tract 210.34,Placer County,,1775
06061021035,Census Tract Census Tract 210.35,Placer County,,2293
06061021037,Census Tract Census Tract 210.37,Placer County,,1300
06061021038,Census Tract Census Tract 210.38,Placer County,,2315
06061021039,Census Tract Census Tract 210.39,Placer County,,1405
06061021040,Census Tract Census Tract 210.40,Placer County,,1307
06061021043,Census Tract Census Tract 210.43,Placer County,,1627
06061021044,Census Tract Census Tract 210.44,Placer County,,1707
06061021045,Census Tract Census Tract 210.45,Placer County,,1450
06061021046,Census Tract Census Tract 210.46,Placer County,,1314
06037210010,Census Tract Census Tract 2100.10,Los Angeles County,,749
06073021000,Census Tract Census Tract 210,San Diego County,,3848
06075021000,Census Tract Census Tract 210,San Francisco County,,1219
06061021103,Census Tract Census Tract 211.03,Placer County,,2109
06061021106,Census Tract Census Tract 211.06,Placer County,,2154
06061021108,Census Tract Census Tract 211.08,Placer County,,1989
06061021109,Census Tract Census Tract 211.09,Placer County,,2706
06061021122,Census Tract Census Tract 211.22,Placer County,,2481
06061021123,Census Tract Census Tract 211.23,Placer County,,2600
06061021128,Census Tract Census Tract 211.28,Placer County,,2256
06061021129,Census Tract Census Tract 211.29,Placer County,,1913
06061021130,Census Tract Census Tract 211.30,Placer County,,1586
06061021131,Census Tract Census Tract 211.31,Placer County,,2254
06037211000,Census Tract Census Tract 2110,Los Angeles County,,2228
06037211120,Census Tract Census Tract 2111.20,Los Angeles County,,680
06037211121,Census Tract Census Tract 2111.21,Los Angeles County,,839
06037211122,Census Tract Census Tract 2111.22,Los Angeles County,,671
06037211201,Census Tract Census Tract 2112.01,Los Angeles County,,875
06037211202,Census Tract Census Tract 2112.02,Los Angeles County,,770
06037211310,Census Tract Census Tract 2113.10,Los Angeles County,,713
06037211320,Census Tract Census Tract 2113.20,Los Angeles County,,728
06037211410,Census Tract Census Tract 2114.10,Los Angeles County,,699
06037211420,Census Tract Census Tract 2114.20,Los Angeles County,,852
06037211500,Census Tract Census Tract 2115,Los Angeles County,,1564
06037211701,Census Tract Census Tract 2117.01,Los Angeles County,,1230
06037211703,Census Tract Census Tract 2117.03,Los Angeles County,,789
06037211704,Census Tract Census Tract 2117.04,Los Angeles County,,815
06037211802,Census Tract Census Tract 2118.02,Los Angeles County,,656
06037211803,Census Tract Census Tract 2118.03,Los Angeles County,,748
06037211804,Census Tract Census Tract 2118.04,Los Angeles County,,735
06037211910,Census Tract Census Tract 2119.10,Los Angeles County,,673
06037211921,Census Tract Census Tract 2119.21,Los Angeles County,,673
06037211922,Census Tract Census Tract 2119.22,Los Angeles County,,680
06073021100,Census Tract Census Tract 211,San Diego County,Campo Indian Reservation; Ewiiaapaayp Reservation; La Posta Indian Reservation; Manzanita Reservation and Off-Reservation Trust Land,3114
06075021100,Census Tract Census Tract 211,San Francisco County,,1641
06073021202,Census Tract Census Tract 212.02,San Diego County,Viejas Reservation,3272
06061021203,Census Tract Census Tract 212.03,Placer County,,2454
06061021204,Census Tract Census Tract 212.04,Placer County,,3760
06073021204,Census Tract Census Tract 212.04,San Diego County,Viejas Reservation,3274
06073021205,Census Tract Census Tract 212.05,San Diego County,,2115
06073021206,Census Tract Census Tract 212.06,San Diego County,Ewiiaapaayp Reservation,2958
06037212101,Census Tract Census Tract 2121.01,Los Angeles County,,629
06037212102,Census Tract Census Tract 2121.02,Los Angeles County,,676
06037212202,Census Tract Census Tract 2122.02,Los Angeles County,,681
06037212203,Census Tract Census Tract 2122.03,Los Angeles County,,573
06037212204,Census Tract Census Tract 2122.04,Los Angeles County,,633
06037212303,Census Tract Census Tract 2123.03,Los Angeles County,,605
06037212304,Census Tract Census Tract 2123.04,Los Angeles County,,539
06037212305,Census Tract Census Tract 2123.05,Los Angeles County,,714
06037212306,Census Tract Census Tract 2123.06,Los Angeles County,,697
06037212410,Census Tract Census Tract 2124.10,Los Angeles County,,625
06037212420,Census Tract Census Tract 2124.20,Los Angeles County,,733
06037212501,Census Tract Census Tract 2125.01,Los Angeles County,,586
06037212502,Census Tract Census Tract 2125.02,Los Angeles County,,677
06037212610,Census Tract Census Tract 2126.10,Los Angeles County,,1003
06037212620,Census Tract Census Tract 2126.20,Los Angeles County,,845
06037212701,Census Tract Census Tract 2127.01,Los Angeles County,,1562
06037212702,Census Tract Census Tract 2127.02,Los Angeles County,,1463
06037212800,Census Tract Census Tract 2128,Los Angeles County,,1715
06037212900,Census Tract Census Tract 2129,Los Angeles County,,1073
06075021200,Census Tract Census Tract 212,San Francisco County,,1549
06073021302,Census Tract Census Tract 213.02,San Diego County,,2799
06073021303,Census Tract Census Tract 213.03,San Diego County,,2445
06061021304,Census Tract Census Tract 213.04,Placer County,Auburn Rancheria and Off-Reservation Trust Land,3223
06073021304,Census Tract Census Tract 213.04,San Diego County,Jamul Indian Village,3057
06061021309,Census Tract Census Tract 213.09,Placer County,,2672
06061021322,Census Tract Census Tract 213.22,Placer County,,2356
06037213100,Census Tract Census Tract 2131,Los Angeles County,,1334
06037213201,Census Tract Census Tract 2132.01,Los Angeles County,,747
06037213202,Census Tract Census Tract 2132.02,Los Angeles County,,972
06037213310,Census Tract Census Tract 2133.10,Los Angeles County,,868
06037213320,Census Tract Census Tract 2133.20,Los Angeles County,,805
06037213401,Census Tract Census Tract 2134.01,Los Angeles County,,666
06037213402,Census Tract Census Tract 2134.02,Los Angeles County,,799
06075021300,Census Tract Census Tract 213,San Francisco County,,1505
06061021401,Census Tract Census Tract 214.01,Placer County,,2341
06061021403,Census Tract Census Tract 214.03,Placer County,,2056
06037214000,Census Tract Census Tract 2140,Los Angeles County,,1963
06037214100,Census Tract Census Tract 2141,Los Angeles County,,1754
06037214400,Census Tract Census Tract 2144,Los Angeles County,,1081
06037214501,Census Tract Census Tract 2145.01,Los Angeles County,,1246
06037214502,Census Tract Census Tract 2145.02,Los Angeles County,,920
06037214503,Census Tract Census Tract 2145.03,Los Angeles County,,837
06037214600,Census Tract Census Tract 2146,Los Angeles County,,1382
06037214700,Census Tract Census Tract 2147,Los Angeles County,,1800
06037214800,Census Tract Census Tract 2148,Los Angeles County,,1657
06037214901,Census Tract Census Tract 2149.01,Los Angeles County,,1065
06037214902,Census Tract Census Tract 2149.02,Los Angeles County,,1060
06073021400,Census Tract Census Tract 214,San Diego County,,1739
06075021400,Census Tract Census Tract 214,San Francisco County,,1557
